filename,artist,title,acoustid_id,yt_query,yt_id,yt_channel,yt_title,duration,audio_format,audio_codec,audio_bitrate,score,yt_channel_id,yt_views,duplicated,sim_artist,sim_artist_title,sim_title,sim_filename,pass,check,1403
MIMI『 Pale 』feat. 初音ミク.mp3,MIMI,MIMI『 Pale 』feat. 初音ミク,,MIMI MIMI『 Pale 』feat 初音ミク,06YWg6Y1kxo,MIMI,MIMI『 Pale 』feat. 初音ミク,,webm,opus,145.279,300,@MIMI...official,3114644.0,False,100.0,91.08108108108108,100.0,98.6046511627907,True,1.0,
SorrowChat  _  初音ミク.mp3,MIMI,SorrowChat  /  初音ミク,,MIMI SorrowChat 初音ミク,r5xaccIl1Ps,MIMI,SorrowChat  /  初音ミク,,webm,opus,148.989,300,@MIMI...official,1822938.0,False,100.0,45.71428571428572,100.0,94.72689075630252,True,1.0,
MIMI - Yorutsumugi.mp3,MIMI,Yorutsumugi,,MIMI Yorutsumugi,PJrjwIlWVXA,MIMI,MIMI『よるつむぎ』feat. 初音ミク,,webm,opus,149.857,300,@MIMI...official,2485279.0,False,100.0,90.95238095238095,92.61904761904762,80.82539682539682,True,1.0,
やくしまるえつこ『アンノウン・ワールドマップ』360°MV _ Yakushimaru Etsuko -  Unknown World Map.mp3,MIRAI records - 相対性理論 / やくしまるえつこ [Official],やくしまるえつこ『アンノウン・ワールドマップ』360°MV / Yakushimaru Etsuko -  Unknown World Map,,MIRAI records 相対性理論 やくしまるえつこ Official やくしまるえつこ『アンノウン・ワールドマップ』360°MV Yakushimaru Etsuko Unknown World Map,2h3pbdTPu6Q,MIRAI records - 相対性理論 / やくしまるえつこ [Official],やくしまるえつこ『アンノウン・ワールドマップ』360°MV / Yakushimaru Etsuko -  Unknown World Map,,m4a,mp4a.40.2,129.493,370,@mirairecords,1190440.0,False,92.72727272727272,61.91576086956521,100.0,98.30745341614906,True,1.0,
相対性理論「FLASHBACK」（調べる相対性理論）Official Audio _ _FLASHBACK_ (Shiraberu SOUTAISEIRIRON).mp3,MIRAI records - 相対性理論 / やくしまるえつこ [Official],"相対性理論「FLASHBACK」（調べる相対性理論）Official Audio / ""FLASHBACK"" (Shiraberu SOUTAISEIRIRON)",,,ItgJtiPoSic,MIRAI records - 相対性理論 / やくしまるえつこ [Official],"相対性理論「FLASHBACK」（調べる相対性理論）Official Audio / ""FLASHBACK"" (Shiraberu SOUTAISEIRIRON)",381.0,m4a,mp4a.40.2,129.489,84,@mirairecords,28047.0,False,92.72727272727272,53.1219512195122,100.0,96.90837226015093,True,1.0,
相対性理論「NEO-FUTURE」（調べる相対性理論）Official Audio _ _NEO-FUTURE_ (Shiraberu SOUTAISEIRIRON).mp3,MIRAI records - 相対性理論 / やくしまるえつこ [Official],"相対性理論「NEO-FUTURE」（調べる相対性理論）Official Audio / ""NEO-FUTURE"" (Shiraberu SOUTAISEIRIRON)",,,9XRr6qDiPnA,MIRAI records - 相対性理論 / やくしまるえつこ [Official],"相対性理論「NEO-FUTURE」（調べる相対性理論）Official Audio / ""NEO-FUTURE"" (Shiraberu SOUTAISEIRIRON)",273.0,m4a,mp4a.40.2,129.503,100,@mirairecords,25223.0,False,92.72727272727272,53.07692307692308,100.0,96.96060037523452,True,1.0,
相対性理論「わたしは人類」（調べる相対性理論）Official Audio _ _I'm Humanity_ (Shiraberu SOUTAISEIRIRON).mp3,MIRAI records - 相対性理論 / やくしまるえつこ [Official],"相対性理論「わたしは人類」（調べる相対性理論）Official Audio / ""I'm Humanity"" (Shiraberu SOUTAISEIRIRON)",,,SHC7f8Zn8q4,MIRAI records - 相対性理論 / やくしまるえつこ [Official],"相対性理論「わたしは人類」（調べる相対性理論）Official Audio / ""I'm Humanity"" (Shiraberu SOUTAISEIRIRON)",505.0,webm,opus,134.51,130,@mirairecords,71253.0,False,92.72727272727272,52.91121951219512,100.0,97.15297709923664,True,1.0,
相対性理論「ウルトラソーダ」(Official Audio) _ SOUTAISEIRIRON - _Ultra Soda_ (Official Audio).mp3,MIRAI records - 相対性理論 / やくしまるえつこ [Official],"相対性理論「ウルトラソーダ」(Official Audio) / SOUTAISEIRIRON - ""Ultra Soda""",,"MIRAI records 相対性理論 やくしまるえつこ Official 相対性理論 ウルトラソーダ Official Audio SOUTAISEIRIRON ""Ultra Soda""",bmk4ZYMz_Ps,MIRAI records - 相対性理論 / やくしまるえつこ [Official],"相対性理論「ウルトラソーダ」(Official Audio) / SOUTAISEIRIRON - ""Ultra Soda"" (Official Audio)",,m4a,mp4a.40.2,129.494,405,@mirairecords,310903.0,False,92.72727272727272,54.76666666666666,98.2,96.45094339622642,True,1.0,
MY FIRST STORY - アンダーグラウンド - Official Music Video.mp3,MY FIRST STORY Official YouTube Channel,MY FIRST STORY - アンダーグラウンド,,MY FIRST STORY Official YouTube Channel MY FIRST STORY アンダーグラウンド,S1Sm9OiVWkE,MY FIRST STORY Official YouTube Channel,MY FIRST STORY - アンダーグラウンド - Official Music Video,,m4a,mp4a.40.2,129.491,395,@myfirststoryofficialyoutub6386,6962725.0,False,93.58974358974359,92.54545454545455,95.63636363636363,99.01639344262296,True,1.0,
MYTH & ROID - HYDRA.mp3,MYTH & ROID,HYDRA,,MYTH ROID HYDRA,qrvCAJbXc_o,MYTH & ROID Official Channel,HYDRA,293.0,m4a,mp4a.40.2,129.491,89,@KADOKAWAanime,4769405.0,False,93.92857142857143,37.81818181818182,100.0,92.0,True,1.0,
MYTH & ROID - Reminiscence Samsara.mp3,MYTH & ROID,Reminiscence Samsara,,MYTH ROID Reminiscence Samsara,TUd7CGcXXkQ,MYTH & ROID Official Channel,追想輪廻,235.0,webm,opus,133.94,108,@od0Ibb,760290.0,False,93.92857142857143,37.50915750915751,38.6,43.03846153846154,False,1.0,
MYTH & ROID - VORACITY.mp3,MYTH & ROID,VORACITY,,MYTH ROID VORACITY,XPOIe6WdhPQ,MYTH & ROID Official Channel,VORACITY,263.0,m4a,mp4a.40.2,129.501,140,@RaonLee,8474869.0,False,93.92857142857143,36.47727272727273,100.0,92.85714285714286,True,1.0,
MYTH&ROID - STYX HELIX.mp3,MYTH&ROID,STYX HELIX,,MYTH ROID STYX HELIX,7uJxtwBFxxI,MYTH & ROID Official Channel,Styx Helix,292.0,m4a,mp4a.40.2,129.494,210,@INIXIE360,4289591.0,False,72.50000000000001,34.94117647058823,100.0,93.57142857142857,True,1.0,
Machine Gun Kelly & Camila Cabello -  Bad Things.mp3,Machine Gun Kelly & Camila Cabello,Bad Things,,Machine Gun Kelly Camila Cabello Bad Things,QpbQ4I3Eidg,mgk,"Machine Gun Kelly, Camila Cabello - Bad Things (Official Music Video)",,webm,opus,134.186,225,@MGKVEVO,514282921.0,False,45.44117647058823,89.15032679738562,91.38888888888889,88.98058252427185,True,1.0,
"Madoka Magica -  ★ Sis Puella Magica! (Vocals, Orchestra) original ver..mp3",Madoka Magica,"★ Sis Puella Magica! (Vocals, Orchestra) original ver.",,Madoka Magica Sis Puella Magica! Vocals Orchestra original ver,AcqXkiXJKbA,Qonell,"★ Sis Puella Magica! (Vocals, Orchestra) niconico ver. | Madoka Magica",280.0,webm,opus,141.414,68,@Qonell,292652.0,False,21.02564102564103,91.64556962025317,88.37893017558186,79.6187312134156,True,,
Madoka Magica -  Sis Puella Magica!.mp3,Madoka Magica,Sis Puella Magica!,,Madoka Magica Sis Puella Magica!,bzlHPlq8hIs,梶浦由記 / Yuki Kajiura Official,Sis Puella Magica!,,webm,opus,138.91,186,,9120965.0,False,40.65804935370153,67.36842105263158,100.0,94.52380952380952,True,1.0,
Mafumafu -  Deathly Loneliness Attacks.mp3,Mafumafu,Deathly Loneliness Attacks,,Mafumafu Deathly Loneliness Attacks,KhV57_EH3AA,まふまふちゃんねる,猛独が襲う／まふまふ【歌ってみた】,,m4a,mp4a.40.2,129.496,216,@uni_mafumafu,42640677.0,False,95.0,91.63265306122449,34.2124542124542,50.90379008746355,False,1.0,
Mafumafu - LOSER.mp3,Mafumafu,LOSER,,Mafumafu LOSER,pnnsyjcFnjc,まふまふちゃんねる,LOSER（米津玄師） -Arrange ver.-cover【まふまふ】,,webm,opus,140.318,206,@uni_mafumafu,23610972.0,False,95.0,91.31147540983606,90.81967213114754,52.65368852459017,True,1.0,
Mafumafu - Pretender.mp3,Mafumafu,Pretender,,Mafumafu Pretender,rBTRhAhvs4s,まふまふちゃんねる,Pretender（Official髭男dism）-Arrange ver.-cover【まふまふ】,,webm,opus,141.159,301,@uni_mafumafu,10645861.0,False,95.0,91.11111111111111,91.25,54.19590643274854,True,1.0,
Mafumafu - RAIN.mp3,Mafumafu,RAIN,,Mafumafu RAIN,hnAJTv2DwPo,まふまふちゃんねる,【メアリと魔女の花】RAIN -Arrange ver.-cover【まふまふ】,,webm,opus,138.176,375,@uni_mafumafu,21445956.0,False,95.0,91.23076923076923,90.61538461538461,54.13399503722083,True,1.0,
Mafumafu - SNOBBISM.mp3,Mafumafu,SNOBBISM,,Mafumafu SNOBBISM,Y0pwT-vbamc,まふまふちゃんねる,SNOBBISM／まふまふ【歌ってみた】,,webm,opus,133.366,300,@uni_mafumafu,20495894.0,False,95.0,92.16216216216216,92.16216216216216,57.53104455807158,True,1.0,
Mafumafu - orion.mp3,Mafumafu,orion,,Mafumafu orion,CQ4RW0QC37c,まふまふちゃんねる,【３月のライオン】orion-Arrange ver.- cover【まふまふ】,,webm,opus,142.839,300,@uni_mafumafu,9164621.0,False,95.0,91.31147540983606,90.81967213114754,52.65368852459017,True,1.0,
Mafumafu - あの夏が飽和する。.mp3,Mafumafu,あの夏が飽和する。,,Mafumafu あの夏が飽和する。,cKAoJG3d3Vo,まふまふちゃんねる,あの夏が飽和する。／まふまふ【歌ってみた】,,webm,opus,135.019,300,@uni_mafumafu,14833790.0,False,95.0,91.48148148148148,94.62962962962963,76.19341563786008,True,1.0,
Mafumafu - いかないで.mp3,Mafumafu,いかないで,,Mafumafu いかないで,I1qo9ZxoF04,まふまふちゃんねる,いかないで／まふまふ【歌ってみた】,,webm,opus,137.198,275,@uni_mafumafu,9935034.0,False,95.0,92.05128205128206,80.5448717948718,52.05128205128205,True,1.0,
Mafumafu - おしゃかしゃま.mp3,Mafumafu,おしゃかしゃま,,Mafumafu おしゃかしゃま,zaYeKesLkkg,まふまふちゃんねる,おしゃかしゃま（RADWIMPS）全部自分の声で歌ってみた／まふまふ（cover）,,webm,opus,133.398,221,@uni_mafumafu,11872710.0,False,95.0,90.98765432098766,91.35802469135803,56.58340511053689,True,1.0,
Mafumafu - それは恋の終わり.mp3,Mafumafu,それは恋の終わり,,Mafumafu それは恋の終わり,LgrpIobzFSE,まふまふちゃんねる,それは恋の終わり／まふまふ【Music Video (ドラマver.)】,,webm,opus,133.528,300,@uni_mafumafu,12617185.0,False,95.0,91.26984126984127,93.01587301587301,70.30687830687832,True,1.0,
Mafumafu - とおせんぼう.mp3,Mafumafu,とおせんぼう,,Mafumafu とおせんぼう,628iqQgff-s,まふまふちゃんねる,【MV】とおせんぼう／まふまふ,,webm,opus,137.73,300,@uni_mafumafu,7874354.0,False,95.0,92.96296296296296,93.33333333333333,65.21739130434783,True,1.0,
Mafumafu - アンヘル.mp3,Mafumafu,アンヘル,,Mafumafu アンヘル,PbfGCrSqIYY,まふまふちゃんねる,アンヘル＠歌ってみた【まふまふ】,,m4a,mp4a.40.2,129.496,345,@uni_mafumafu,8601207.0,True,95.0,92.28571428571428,91.71428571428571,51.27731092436975,True,1.0,
Mafumafu - エイリアンエイリアン.mp3,Mafumafu,エイリアンエイリアン,,Mafumafu エイリアンエイリアン,N1jE3PSnVvY,まふまふちゃんねる,エイリアンエイリアン／まふまふ【歌ってみた】,,webm,opus,131.657,271,@uni_mafumafu,8739599.0,False,95.0,91.9047619047619,93.0952380952381,64.92063492063492,True,1.0,
Mafumafu - ゴーストルール.mp3,Mafumafu,ゴーストルール,,Mafumafu ゴーストルール,28M-EFT_O64,まふまふちゃんねる,ゴーストルール／まふまふ【歌ってみた】,,m4a,mp4a.40.2,129.498,345,@uni_mafumafu,16007908.0,False,95.0,91.95121951219511,92.92682926829269,63.46765641569459,True,1.0,
Mafumafu - サクリファイス.mp3,Mafumafu,サクリファイス,,Mafumafu サクリファイス,boLiYzE3xM8,まふまふちゃんねる,【MV】サクリファイス／まふまふ　かつて神だった獣たちへOP主題歌,,webm,opus,130.944,300,@uni_mafumafu,28471778.0,False,95.0,91.03896103896105,91.42857142857143,62.51082251082251,True,1.0,
Mafumafu - シュガーソングとビターステップ.mp3,Mafumafu,シュガーソングとビターステップ,,Mafumafu シュガーソングとビターステップ,lOrw1Qyd-UI,まふまふちゃんねる,シュガーソングとビターステップ／まふまふ【歌ってみた】,,webm,opus,142.679,267,@uni_mafumafu,22348173.0,False,95.0,91.31147540983606,69.94535519125684,64.91803278688525,True,1.0,
Mafumafu - ジグソーパズル.mp3,Mafumafu,ジグソーパズル,,Mafumafu ジグソーパズル,6RueqJzQQ78,まふまふちゃんねる,ジグソーパズル＠自分で歌ってみた【まふまふ】,,m4a,mp4a.40.2,129.497,345,@uni_mafumafu,12763726.0,False,95.0,91.56862745098039,92.54901960784314,61.32665832290363,True,1.0,
Mafumafu - チュルリラ・チュルリラ・ダッダッダ！.mp3,Mafumafu,チュルリラ・チュルリラ・ダッダッダ！,,Mafumafu チュルリラ・チュルリラ・ダッダッダ！,8jJ5qulVq0w,まふまふちゃんねる,チュルリラ・チュルリラ・ダッダッダ！／まふまふ【歌ってみた】,,webm,opus,130.552,300,@uni_mafumafu,9605132.0,False,95.0,91.35593220338983,95.08474576271186,78.98718478710212,True,1.0,
Mafumafu - ナイティナイト.mp3,Mafumafu,ナイティナイト,,Mafumafu ナイティナイト,YM9cDebdm7U,まふまふちゃんねる,【MV】ナイティナイト／まふまふ,,webm,opus,142.227,300,@uni_mafumafu,6533997.0,False,95.0,92.75862068965517,93.79310344827586,68.0,True,1.0,
Mafumafu - ハローディストピア.mp3,Mafumafu,ハローディストピア,,Mafumafu ハローディストピア,Tnw8cRgre7I,まふまふちゃんねる,ハローディストピア／自分で歌ってみた【まふまふ】,,m4a,mp4a.40.2,129.502,330,@uni_mafumafu,11247629.0,False,95.0,91.53846153846153,92.6923076923077,62.79434850863423,True,1.0,
Mafumafu - ハンディキャップ.mp3,Mafumafu,ハンディキャップ,,Mafumafu ハンディキャップ,95SA5ao9fRQ,まふまふちゃんねる,[MV]ハンディキャップ／まふまふ【オリジナル曲】,,webm,opus,130.281,300,@uni_mafumafu,4363634.0,False,95.0,91.66666666666666,92.29166666666666,65.30833333333334,True,1.0,
Mafumafu - ベルセルク.mp3,Mafumafu,ベルセルク,,Mafumafu ベルセルク,ZeDGODkAoxU,まふまふちゃんねる,【MV】ベルセルク／まふまふ　【オリジナル曲】,,webm,opus,131.5,300,@uni_mafumafu,10490605.0,False,95.0,91.60000000000001,92.0,62.43265306122449,True,1.0,
Mafumafu - メトロノーム.mp3,Mafumafu,メトロノーム,,Mafumafu メトロノーム,1DYJ_eeawIg,まふまふちゃんねる,メトロノーム（米津玄師）-Arrange-／まふまふ【歌ってみた】,,webm,opus,139.47,300,@uni_mafumafu,1957247.0,False,95.0,91.14285714285715,91.57142857142857,56.9235880398671,True,1.0,
Mafumafu - 乙女解剖.mp3,Mafumafu,乙女解剖,,Mafumafu 乙女解剖,EliO8DazIg0,まふまふちゃんねる,乙女解剖／まふまふ【歌ってみた】,,webm,opus,134.145,300,@uni_mafumafu,8804123.0,False,95.0,91.95121951219511,92.92682926829269,63.46765641569459,True,1.0,
Mafumafu - 君色々移り.mp3,Mafumafu,君色々移り,,Mafumafu 君色々移り,KKU98Bn6B-I,まふまふちゃんねる,【MV】君色々移り／自分で歌ってみた【まふまふ】,,webm,opus,132.238,300,@uni_mafumafu,7540095.0,False,95.0,91.29032258064515,92.74193548387096,67.87721123829344,True,1.0,
Mafumafu - 夕刻、夢ト見紛ウ.mp3,Mafumafu,夕刻、夢ト見紛ウ,,Mafumafu 夕刻、夢ト見紛ウ,zI9z-Z-VpHo,まふまふちゃんねる,【MV】夕刻、夢ト見紛ウ／After the Rain【そらる×まふまふ】,,webm,opus,134.836,300,@uni_mafumafu,8055041.0,False,95.0,91.0958904109589,93.69863013698631,75.05512863347812,True,1.0,
Mafumafu - 夜に駆ける.mp3,Mafumafu,夜に駆ける,,,FwMF-cEznKs,まふまふちゃんねる,夜に駆ける＠歌ってみた【まふまふ】,275.0,webm,opus,129.915,85,@uni_mafumafu,4664605.0,False,95.0,91.81818181818183,93.4090909090909,65.0,True,1.0,
Mafumafu - 夢のまた夢 (2).mp3,Mafumafu,夢のまた夢,,Mafumafu 夢のまた夢,yV0j3-SGaYA,まふまふちゃんねる,夢のまた夢／まふまふ　【Music Video】,,webm,opus,130.977,300,@uni_mafumafu,18040658.0,False,95.0,91.77777777777779,93.55555555555556,62.62962962962963,True,1.0,
Mafumafu - 夢のまた夢.mp3,Mafumafu,夢のまた夢,,Mafumafu 夢のまた夢,yV0j3-SGaYA,まふまふちゃんねる,夢のまた夢／まふまふ　【Music Video】,,webm,opus,130.977,300,@uni_mafumafu,18040658.0,True,95.0,91.77777777777779,93.55555555555556,68.65020576131687,True,1.0,
Mafumafu - 女の子になりたい.mp3,Mafumafu,女の子になりたい,,Mafumafu 女の子になりたい,ucbx9we6EHk,まふまふちゃんねる,【MV】女の子になりたい／まふまふ,,webm,opus,130.097,300,@uni_mafumafu,50277608.0,False,95.0,92.22222222222223,95.0,75.0,True,1.0,
Mafumafu - 彗星ハネムーン.mp3,Mafumafu,彗星ハネムーン,,Mafumafu 彗星ハネムーン,aJWROMhEPPE,まふまふちゃんねる,彗星ハネムーン／まふまふ【歌ってみた】,,webm,opus,129.641,300,@uni_mafumafu,12299317.0,False,95.0,91.81818181818183,93.4090909090909,67.5,True,1.0,
Mafumafu - 忍びのすゝめ.mp3,Mafumafu,忍びのすゝめ,,Mafumafu 忍びのすゝめ,tASF0Vj_-QE,まふまふちゃんねる,【MV】忍びのすゝめ／まふまふ,,webm,opus,130.79,300,@uni_mafumafu,12850882.0,False,95.0,92.28571428571428,94.85714285714286,74.19354838709677,True,1.0,
Mafumafu - 悔やむと書いてミライ.mp3,Mafumafu,悔やむと書いてミライ,,Mafumafu 悔やむと書いてミライ,r2OS97F6P_U,まふまふちゃんねる,【MV】悔やむと書いてミライ／まふまふ,,webm,opus,131.559,300,@uni_mafumafu,11753807.0,False,95.0,92.0,95.5,77.77777777777779,True,1.0,
Mafumafu - 懺悔参り.mp3,Mafumafu,懺悔参り,,Mafumafu 懺悔参り,3AdgbGmDXIc,まふまふちゃんねる,懺悔参り／まふまふ【歌ってみた】,,webm,opus,140.85,300,@uni_mafumafu,7050616.0,False,95.0,92.0,92.75,61.88636363636363,True,1.0,
Mafumafu - 打上花火.mp3,Mafumafu,打上花火,,Mafumafu 打上花火,t-wPaLrL2yA,まふまふちゃんねる,打上花火 -Arrange ver.-cover【まふまふ】,,webm,opus,143.281,202,@uni_mafumafu,18411379.0,False,95.0,91.60000000000001,92.80000000000001,64.26666666666667,True,1.0,
Mafumafu - 拝啓、桜舞い散るこの日に.mp3,Mafumafu,拝啓、桜舞い散るこの日に,,Mafumafu 拝啓、桜舞い散るこの日に,qpd5vGLVHnw,まふまふちゃんねる,【MV】拝啓、桜舞い散るこの日に／まふまふ【少年ジャンマガ学園】,,webm,opus,131.947,300,@uni_mafumafu,20720146.0,False,95.0,90.95238095238095,94.64285714285714,81.40854472630173,True,1.0,
Mafumafu - 曼珠沙華.mp3,Mafumafu,曼珠沙華,,Mafumafu 曼珠沙華,r_0HBRb8Uqs,まふまふちゃんねる,【MV】曼珠沙華／まふまふ,,m4a,mp4a.40.2,129.497,345,@uni_mafumafu,15590223.0,False,95.0,92.85714285714286,93.57142857142857,66.66666666666667,True,1.0,
Mafumafu - 最終宣告.mp3,Mafumafu,最終宣告,,Mafumafu 最終宣告,FMPeKoUmBAs,まふまふちゃんねる,【MV】最終宣告／まふまふ,,m4a,mp4a.40.2,129.496,273,@uni_mafumafu,7409091.0,False,95.0,92.42424242424242,94.54545454545455,72.41379310344827,True,1.0,
Mafumafu - 朧月.mp3,Mafumafu,朧月,,Mafumafu 朧月,8oBp3OLXQ8Q,まふまふちゃんねる,[MV] 朧月／まふまふ [オリジナル曲],,webm,opus,135.326,300,@uni_mafumafu,10941005.0,False,95.0,91.63265306122449,91.83673469387756,63.67346938775511,True,1.0,
Mafumafu - 猛独が襲う (1).mp3,Mafumafu,猛独が襲う,,Mafumafu 猛独が襲う,KhV57_EH3AA,まふまふちゃんねる,猛独が襲う／まふまふ【歌ってみた】,,m4a,mp4a.40.2,129.496,345,@uni_mafumafu,42637780.0,True,95.0,91.63265306122449,94.08163265306122,66.95678271308525,True,1.0,
Mafumafu - 猛独が襲う.mp3,Mafumafu,猛独が襲う,,Mafumafu 猛独が襲う,KhV57_EH3AA,まふまふちゃんねる,猛独が襲う／まふまふ【歌ってみた】,,m4a,mp4a.40.2,129.496,345,@uni_mafumafu,42637780.0,True,95.0,91.63265306122449,94.08163265306122,72.52797893350888,True,1.0,
Mafumafu - 生まれた意味などなかった。.mp3,Mafumafu,生まれた意味などなかった。,,Mafumafu 生まれた意味などなかった。,SHSWHJBuFzM,まふまふちゃんねる,生まれた意味などなかった。／まふまふ,,webm,opus,131.483,300,@uni_mafumafu,11175393.0,False,95.0,92.16216216216216,97.02702702702702,82.72068511198945,True,1.0,
Mafumafu - 立ち入り禁止.mp3,Mafumafu,立ち入り禁止,,Mafumafu 立ち入り禁止,6IKqsDuUqWw,まふまふちゃんねる,[MV]立ち入り禁止／まふまふ【オリジナル曲】,,webm,opus,130.616,300,@uni_mafumafu,10710501.0,False,95.0,91.53846153846153,92.88461538461539,69.76790450928381,True,1.0,
Mafumafu - 罰ゲーム.mp3,Mafumafu,罰ゲーム,,Mafumafu 罰ゲーム,Bje4EHg9TGg,まふまふちゃんねる,[MV]罰ゲーム／まふまふ【オリジナル曲】,,m4a,mp4a.40.2,129.5,345,@uni_mafumafu,6924273.0,False,95.0,91.66666666666666,92.29166666666666,65.30833333333334,True,1.0,
Mafumafu - 脱獄.mp3,Mafumafu,脱獄,,Mafumafu 脱獄,zbZwmtZ0YyM,まふまふちゃんねる,脱獄／まふまふ【歌ってみた】,,webm,opus,131.217,300,@uni_mafumafu,8364159.0,False,95.0,92.10526315789474,92.36842105263158,58.62959285004965,True,1.0,
Mafumafu - 鏡花水月.mp3,Mafumafu,鏡花水月,,Mafumafu 鏡花水月,FAYXn2urthw,まふまふちゃんねる,[MV] 鏡花水月／まふまふ,,webm,opus,136.146,300,@uni_mafumafu,8541848.0,False,95.0,92.3529411764706,94.41176470588235,73.11764705882354,True,1.0,
Mafumafu - 雨とペトラ.mp3,Mafumafu,雨とペトラ,,Mafumafu 雨とペトラ,2DdTc9Ku570,まふまふちゃんねる,雨とペトラ／まふまふ【歌ってみた】,,m4a,mp4a.40.2,129.498,345,@uni_mafumafu,5428608.0,False,95.0,91.9047619047619,93.0952380952381,64.92063492063492,True,1.0,
Mafumafu feat.nqrse - ECHO.mp3,Mafumafu feat.nqrse,ECHO,,Mafumafu feat nqrse ECHO,jD1VhFHLc2I,まふまふちゃんねる,ECHO／まふまふ feat.nqrse【歌ってみた】,,webm,opus,130.796,233,@uni_mafumafu,22565348.0,False,71.81818181818183,66.41337386018238,90.85106382978724,68.63579474342927,True,1.0,
Mafumafu x Amatsuki - アウトサイダー.mp3,Mafumafu x Amatsuki,アウトサイダー,,Mafumafu x Amatsuki アウトサイダー,-GzBwmTwnQY,まふまふちゃんねる,アウトサイダー／まふまふ×天月【歌ってみた】,,m4a,mp4a.40.2,129.497,278,@uni_mafumafu,6792128.0,False,68.82352941176471,60.3921568627451,91.96078431372548,58.33460656990069,True,1.0,
Mafumafu x Amatsuki - アンチクロックワイズ.mp3,Mafumafu x Amatsuki,アンチクロックワイズ,,Mafumafu x Amatsuki アンチクロックワイズ,vkISTgA3DZs,まふまふちゃんねる,【MV】アンチクロックワイズ／After the Rain（そらる×まふまふ）【クロックワーク・プラネットED】,,m4a,mp4a.40.2,129.498,234,@uni_mafumafu,12510498.0,False,68.82352941176471,59.41808981657179,91.82795698924731,59.8291353660333,True,1.0,
Mafumafu x Soraru - アンチクロックワイズ.mp3,Mafumafu x Soraru,アンチクロックワイズ,,Mafumafu x Soraru アンチクロックワイズ,vkISTgA3DZs,まふまふちゃんねる,【MV】アンチクロックワイズ／After the Rain（そらる×まふまふ）【クロックワーク・プラネットED】,,m4a,mp4a.40.2,129.498,234,@uni_mafumafu,12510179.0,True,69.13043478260869,79.3978494623656,91.82795698924731,58.7066484931092,True,1.0,
Mafumafu x Soraru - ヒバナ.mp3,Mafumafu x Soraru,ヒバナ,,Mafumafu x Soraru ヒバナ,UVHZm80y7Fo,まふまふちゃんねる,ヒバナ／そらる×まふまふ【歌ってみた】,,m4a,mp4a.40.2,129.501,278,@uni_mafumafu,20640746.0,False,69.13043478260869,80.95454545454545,91.36363636363636,52.88135593220338,True,1.0,
Mafumafu x Soraru - ロキ.mp3,Mafumafu x Soraru,ロキ,,Mafumafu x Soraru ロキ,1REzG6oK7p4,まふまふちゃんねる,ロキ／まふまふ feat.そらる【歌ってみた】,,m4a,mp4a.40.2,129.498,205,@uni_mafumafu,34267699.0,False,69.13043478260869,62.08333333333334,90.83333333333333,56.00806451612902,True,1.0,
Mafumafu x Soraru - 四季折々に揺蕩いて.mp3,Mafumafu x Soraru,四季折々に揺蕩いて,,Mafumafu x Soraru 四季折々に揺蕩いて,M7sr5zv1EkI,まふまふちゃんねる,【MV】四季折々に揺蕩いて／After the Rain（そらる×まふまふ）,,webm,opus,129.738,233,@uni_mafumafu,22045943.0,False,69.13043478260869,79.78082191780823,93.69863013698631,68.4991720608159,True,1.0,
Mafumafu x Soraru - 恋の始まる方程式.mp3,Mafumafu x Soraru,恋の始まる方程式,,Mafumafu x Soraru 恋の始まる方程式,n1yFpudUS3c,まふまふちゃんねる,【MV】恋の始まる方程式／After the Rain【そらる×まふまふ】,,webm,opus,133.106,233,@uni_mafumafu,9090390.0,False,69.13043478260869,79.75675675675676,93.78378378378378,69.14559721011334,True,1.0,
Mafumafu x Soraru - 解読不能.mp3,Mafumafu x Soraru,解読不能,,Mafumafu x Soraru 解読不能,9UN15OgcXno,まふまふちゃんねる,【アトム　ザ・ビギニングOP】 解読不能／After the Rain[そらる×まふまふ],223.0,m4a,mp4a.40.2,129.497,83,@uni_mafumafu,7432897.0,False,69.13043478260869,79.60493827160494,91.60493827160494,54.5895061728395,True,1.0,
Mafumafu x cake - わたがし.mp3,Mafumafu x cake,わたがし,,Mafumafu x cake わたがし,dn_U0J6b_0k,まふまふちゃんねる,わたがし（back number）／まふまふ×cake（Cover）,281.0,webm,opus,138.271,113,@FancyUtaite,378.0,False,81.77083333333334,78.22931785195937,91.69811320754717,58.8295490885833,True,1.0,
Mafumafu x luz - フィクサー.mp3,Mafumafu x luz,フィクサー,,Mafumafu x luz フィクサー,pShIo1Ceggs,まふまふちゃんねる,フィクサー／まふまふ×luz【歌ってみた】,,webm,opus,130.026,245,@uni_mafumafu,15207850.0,False,78.0,77.3809523809524,91.66666666666666,62.82642089093702,True,1.0,
Mafumafu x luz x nqrse x Soraru - Mrs.Pumpkinの滑稽な夢.mp3,Mafumafu x luz x nqrse x Soraru,Mrs.Pumpkinの滑稽な夢,,Mafumafu x luz x nqrse x Soraru Mrs Pumpkinの滑稽な夢,3SvWV3y_ArE,まふまふちゃんねる,Mrs.Pumpkinの滑稽な夢／luz×nqrse×そらる×まふまふ【歌ってみた】,,webm,opus,134.13,233,@uni_mafumafu,24395910.0,False,64.26666666666667,66.96867469879518,93.73493975903614,61.94836488812392,True,1.0,
